CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber,age_generations,education_level,income_class,monthly_tele_spending_ratio,data_equip_voice_sum,credit_debt_actual,other_debt_actual,total_debt,voice_to_total_ratio,equipment_to_total_ratio,data_to_total_ratio,tv_watching_level
9867-QSQZPJ-A1Y,Southeast,very_small,Male,27,18,Professional,No,0,No,27000,8.4,1.047816,1.220184,No,Married,5,1,0,0,0,1,5,Own,Domestic,14100,23,No,No,Disc,9,7,690.4,No,27,27.15,233.65,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,24,Yes,No,Yes,No,Yes,Gen Z,Masters,LowerClass,0.039325029,27.15,104781.6,122018.4,226800,1,0,0,High
1329-JIXMXF-UJ3,Southeast,medium,Male,73,9,Sales,No,28,Yes,15000,6.1,0.125355,0.789645,No,Unmarried,1,0,0,0,0,1,2,Lease,Foreign,8100,26,Yes,Yes,Mast,40,8,1317.4,Yes,72,131.55,3057.55,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,17,Yes,No,Yes,No,Yes,Boomers,Less Than High School,LowerClass,0.099855777,131.55,12535.5,78964.5,91500,1,0,0,Medium
2781-SZVMVQ-1LQ,Midwest,very_large,Female,63,10,Labor,No,29,Yes,14000,5.8,0.254968,0.557032,No,Unmarried,1,0,0,0,0,1,0,NA,NA,1000,20,No,No,Disc,32,6,930.8,No,69,122.4,2818.05,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,20,Yes,No,No,No,Yes,Boomers,Less Than High School,LowerClass,0.131499785,122.4,25496.8,55703.2,81200,1,0,0,Medium
2110-QHIRWX-GXY,Southeast,small,Male,47,15,Service,No,19,No,43000,7.7,1.039654,2.271346,No,Unmarried,1,2,1,1,0,1,4,Lease,Domestic,19100,24,No,No,Visa,5,5,1475.9,No,4,9.15,7.45,No,0,0,No,No,0,0,No,No,No,No,Yes,Yes,No,No,No,22,No,No,No,No,No,Gen X,Some College,LowerMiddle,0.006199607,9.15,103965.4,227134.6,331100,1,0,0,Medium
6067-IYSKHZ-6JM,Northeast,very_large,Male,75,16,Professional,No,17,Yes,13000,10.2,0.49725,0.82875,No,Married,2,2,1,1,0,1,1,Lease,Domestic,5600,29,No,No,AMEX,23,3,450.1,No,46,36.6,560.95,No,0,0,Yes,Yes,37.55,1734,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,22,Yes,No,No,No,No,Boomers,Bachelors,LowerClass,0.164741169,74.15,49725,82875,132600,0.493594066,0,0.506405934,Medium
6681-BBHXAH-UTM,Midwest,very_large,Female,63,13,Labor,No,32,Yes,55000,7.5,1.390125,2.734875,No,Married,3,1,1,0,0,1,2,Own,Domestic,32700,24,Yes,No,Mast,40,14,2482,Yes,72,126.9,2871.05,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,17,No,No,No,No,Yes,Boomers,Some College,LowerMiddle,0.051128122,126.9,139012.5,273487.5,412500,1,0,0,Medium
2772-QVASQC-36Q,Southwest,small,Male,53,15,Sales,No,5,No,36000,2.9,0.418644,0.625356,No,Married,2,0,0,0,0,1,0,NA,NA,1000,20,No,No,AMEX,17,13,3436.6,No,49,33.15,498,No,0,0,Yes,Yes,34.05,1667.05,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,30,No,No,No,No,Yes,Gen X,Some College,LowerMiddle,0.019554211,67.2,41864.4,62535.6,104400,0.493303571,0,0.506696429,High
2794-VHQHIK-XRR,Southwest,medium,Female,61,16,Professional,No,5,No,33000,4.4,0.075504,1.376496,No,Unmarried,1,9,0,0,0,1,2,Own,Foreign,17500,26,No,No,Mast,28,13,3519.4,No,64,84,1771.95,No,0,0,Yes,No,0,0,Yes,No,No,,No,No,No,No,Yes,36,Yes,Yes,Yes,No,Yes,Boomers,Bachelors,LowerMiddle,0.023867705,84,7550.4,137649.6,145200,1,0,0,High
9925-OTDOXL-HJ9,Southwest,large,Male,31,15,Sales,No,2,No,20000,11.9,0.20468,2.17532,No,Unmarried,2,6,1,0,0,0,5,Own,Domestic,6600,21,No,No,AMEX,11,7,1474.2,Yes,27,31.95,291.35,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,20,No,No,Yes,No,No,Millennials,Some College,LowerClass,0.021672772,31.95,20468,217532,238000,1,0,0,Medium
8319-QEUOTE-5VG,Southwest,small,Female,21,13,Sales,No,0,No,15000,11.5,0.105225,1.619775,Yes,Unmarried,1,5,0,0,0,1,4,Own,Domestic,5600,38,Yes,Yes,Mast,4,11,2381.3,Yes,11,13.35,44.45,No,0,0,No,No,0,0,No,No,No,Yes,No,No,No,No,No,17,Yes,No,Yes,No,No,Gen Z,Some College,LowerClass,0.005606181,13.35,10522.5,161977.5,172500,1,0,0,Medium
3358-WRRDFD-RVJ,Midwest,very_small,Female,46,10,Agriculture,No,21,No,54000,7.2,0.754272,3.133728,No,Unmarried,1,0,0,0,0,1,1,Own,Domestic,21900,28,Yes,Yes,Mast,22,11,1578.3,Yes,50,23.85,423.7,No,0,0,Yes,No,0,0,No,No,No,No,No,No,No,No,No,18,No,No,No,No,No,Gen X,Less Than High School,LowerMiddle,0.015111196,23.85,75427.2,313372.8,388800,1,0,0,Medium
8628-ULBCLY-YNT,West,very_large,Male,47,15,Labor,Yes,12,No,62000,8.1,1.365984,3.656016,No,Unmarried,1,10,0,0,0,1,2,Own,Domestic,35800,15,No,Yes,AMEX,29,7,3712.9,Yes,71,122.4,2897,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,23,No,No,No,No,Yes,Gen X,Some College,MiddleClass,0.032966145,122.4,136598.4,365601.6,502200,1,0,0,Medium
3055-ZFHSJB-OXJ,Southeast,large,Female,58,11,Service,No,25,No,125000,10.9,0.558625,13.066375,No,Unmarried,1,0,0,0,0,1,3,Own,Foreign,45700,16,Yes,Yes,AMEX,38,15,6700.1,No,69,102,2358.3,No,0,0,Yes,No,0,0,Yes,No,No,Yes,No,No,No,No,No,28,Yes,No,No,No,Yes,Gen X,Less Than High School,UpperMiddle,0.015223653,102,55862.5,1306637.5,1362500,1,0,0,High
5933-OFIMTK-21H,Northeast,medium,Male,71,8,Professional,No,31,No,146000,1.9,0.2774,2.4966,No,Married,2,2,1,0,0,0,1,Own,Foreign,68200,26,Yes,Yes,Disc,40,7,1703,No,72,91.5,2199.8,No,0,0,Yes,Yes,51.1,3573.45,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,26,No,No,No,Yes,Yes,Boomers,Less Than High School,UpperMiddle,0.083734586,142.6,27740,249660,277400,0.641654979,0,0.358345021,High
4471-MSBQBN-I8R,Northeast,very_large,Male,25,17,Agriculture,Yes,1,No,13000,5.9,0.378898,0.388102,No,Unmarried,1,8,1,0,0,1,3,Own,Foreign,6300,24,Yes,Yes,Visa,7,8,1799,Yes,12,13.5,50.05,Yes,38.8,416.45,Yes,No,0,0,No,No,No,Yes,Yes,Yes,No,Yes,Yes,20,Yes,Yes,Yes,No,No,Gen Z,Bachelors,LowerClass,0.029071707,52.3,37889.8,38810.2,76700,0.258126195,0.741873805,0,Medium
7159-CXDKXU-ZVL,Southwest,very_large,Male,68,17,Sales,Yes,18,Yes,19000,13.8,1.384416,1.237584,No,Married,2,7,0,0,0,1,1,Own,Foreign,8900,22,No,No,Visa,37,12,2537.5,No,70,101.55,2430.65,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,22,No,Yes,No,No,Yes,Boomers,Bachelors,LowerClass,0.040019704,101.55,138441.6,123758.4,262200,1,0,0,Medium
7229-IMIZDQ-IKB,Northeast,small,Male,31,13,Labor,No,7,No,70000,5.7,3.03639,0.95361,Yes,Unmarried,1,10,0,0,0,0,1,Own,Foreign,27600,33,Yes,Yes,AMEX,2,6,3989.5,Yes,2,8.55,3.95,No,0,0,Yes,No,0,0,No,No,No,,No,Yes,No,No,No,17,Yes,Yes,Yes,No,No,Millennials,Some College,MiddleClass,0.002143126,8.55,303639,95361,399000,1,0,0,Medium
6802-YCUCPB-D14,Southeast,small,Male,54,10,Crafts,Yes,24,No,119000,4.1,0.43911,4.43989,No,Unmarried,1,9,1,0,0,0,4,Own,Foreign,70000,38,No,Yes,Visa,16,7,2787.3,Yes,24,14.85,128.7,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,No,No,No,20,No,No,No,No,No,Gen X,Less Than High School,UpperMiddle,0.005327737,14.85,43911,443989,487900,1,0,0,Medium
9316-IVCNSL-MPG,Midwest,large,Male,63,15,Sales,No,4,No,45000,9,0.2673,3.7827,No,Married,2,5,2,0,0,1,2,Lease,Foreign,25400,30,No,No,Visa,37,11,5264.2,No,69,140.1,3100.9,No,0,0,Yes,No,0,0,Yes,No,No,No,No,No,No,No,No,19,No,No,No,No,Yes,Boomers,Some College,LowerMiddle,0.02661373,140.1,26730,378270,405000,1,0,0,Medium
1352-ICMDJF-IEH,Southeast,large,Male,26,18,Service,No,1,No,46000,6,0.14076,2.61924,No,Married,5,0,0,0,0,1,1,Own,Foreign,27700,25,No,Yes,AMEX,8,6,1711.5,No,29,38.1,339.85,No,0,0,Yes,No,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,21,No,No,Yes,No,No,Gen Z,Masters,LowerMiddle,0.022261174,38.1,14076,261924,276000,1,0,0,Medium
9539-DKJEEL-TPE,West,medium,Female,35,17,Professional,No,4,No,36000,16.2,1.434672,4.397328,No,Married,5,1,1,0,0,1,2,Own,Foreign,19200,18,No,Yes,Disc,16,7,2739.8,Yes,37,50.4,627.65,Yes,40.5,1460.1,No,No,0,0,Yes,No,No,,Yes,No,Yes,No,No,17,Yes,Yes,Yes,No,No,Millennials,Bachelors,LowerMiddle,0.033177604,90.9,143467.2,439732.8,583200,0.554455446,0.445544554,0,Medium
9165-SREVIU-CDN,Southwest,very_small,Female,60,13,Sales,No,10,No,73000,15,3.05505,7.89495,No,Unmarried,1,2,0,0,0,1,2,Own,Domestic,39500,28,No,Yes,Disc,9,12,2187.4,Yes,34,14.85,190.05,No,0,0,Yes,No,0,0,Yes,Yes,No,,Yes,No,Yes,Yes,No,23,Yes,No,Yes,No,No,Boomers,Some College,MiddleClass,0.006788882,14.85,305505,789495,1095000,1,0,0,Medium
1621-WWIGLL-ITO,Midwest,large,Male,34,18,Professional,No,4,No,60000,5.5,1.7226,1.5774,No,Unmarried,1,3,0,3,0,1,1,Own,Foreign,33000,25,Yes,Yes,Disc,3,9,4709.8,Yes,7,10.35,29.8,No,0,0,Yes,Yes,27.75,154.1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,18,Yes,No,No,No,No,Millennials,Masters,MiddleClass,0.008089515,38.1,172260,157740,330000,0.271653543,0,0.728346457,Medium
4547-XZGHXA-2E8,Midwest,very_small,Female,25,17,Professional,No,0,No,46000,28.5,4.43118,8.67882,Yes,Unmarried,2,0,0,0,0,0,4,Own,Foreign,20400,23,Yes,Yes,Visa,7,9,1563.8,Yes,29,27.9,261.1,Yes,26.05,721.55,No,No,0,0,Yes,No,No,,No,No,No,No,Yes,27,Yes,Yes,Yes,No,No,Gen Z,Bachelors,LowerMiddle,0.034499297,53.95,443118,867882,1311000,0.517145505,0.482854495,0,High
0368-XOWDFM-1CR,Northeast,very_large,Male,63,21,Labor,No,24,No,237000,14.7,8.849106,25.989894,No,Unmarried,1,0,0,0,0,1,0,NA,NA,1000,16,No,Yes,Disc,35,8,7498.9,No,65,43.8,950.95,Yes,52.4,3299.35,Yes,No,0,0,Yes,Yes,No,,Yes,Yes,No,No,Yes,29,Yes,Yes,Yes,Yes,Yes,Boomers,Professional or Doctorate,UpperClass,0.012828548,96.2,884910.6,2598989.4,3483900,0.455301455,0.544698545,0,High
3646-KWPMLI-9I2,Southeast,medium,Female,25,13,Sales,No,0,No,30000,3.6,0.50436,0.57564,Yes,Married,3,11,5,0,0,1,0,NA,NA,1000,29,Yes,Yes,Visa,7,13,2633.1,Yes,34,19.65,243.1,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,27,Yes,No,No,No,Yes,Gen Z,Some College,LowerClass,0.007462687,19.65,50436,57564,108000,1,0,0,High
6565-ZMNCTL-BRB,West,large,Male,30,14,Service,Yes,5,No,45000,13.1,2.87676,3.01824,Yes,Married,2,10,0,1,0,0,1,Own,Domestic,18000,32,No,Yes,AMEX,13,6,2946.4,No,41,18.75,263.8,No,0,0,Yes,No,0,0,No,No,No,Yes,No,No,No,No,No,25,Yes,Yes,No,No,No,Millennials,Some College,LowerMiddle,0.006363698,18.75,287676,301824,589500,1,0,0,High
4340-GZZPWF-0RG,Northeast,very_large,Male,64,9,Professional,No,9,No,46000,14.3,0.276276,6.301724,No,Unmarried,1,3,3,0,0,1,0,NA,NA,1000,28,No,Yes,Visa,34,8,1728.4,No,69,73.2,1653.5,No,0,0,Yes,No,0,0,Yes,Yes,No,No,No,Yes,Yes,Yes,No,22,No,No,Yes,No,Yes,Boomers,Less Than High School,LowerMiddle,0.042351308,73.2,27627.6,630172.4,657800,1,0,0,Medium
5028-UEGZHI-TT1,Midwest,very_large,Female,31,18,Professional,No,2,No,33000,7.7,0.820743,1.720257,Yes,Married,5,0,0,0,0,1,2,Own,Foreign,18100,15,Yes,Yes,Disc,2,10,3574.3,No,9,10.95,21.3,Yes,29.85,289.25,No,No,0,0,No,No,Yes,,No,No,No,Yes,No,28,Yes,Yes,Yes,No,No,Millennials,Masters,LowerMiddle,0.011414822,40.8,82074.3,172025.7,254100,0.268382353,0.731617647,0,High
3772-KZOCCQ-Z7W,Southeast,large,Female,60,21,Professional,No,12,No,147000,21.2,12.216288,18.947712,Yes,Unmarried,1,6,0,2,0,1,5,Own,Domestic,78800,33,Yes,Yes,Disc,33,10,3233.3,No,61,32.1,627.95,Yes,25.7,1497.9,Yes,No,0,0,Yes,No,No,,No,No,No,No,Yes,23,Yes,Yes,Yes,No,No,Boomers,Professional or Doctorate,UpperMiddle,0.017876473,57.8,1221628.8,1894771.2,3116400,0.555363322,0.444636678,0,Medium
5227-CWHSJP-EAL,Southeast,very_small,Male,65,18,Professional,No,23,Yes,42000,14.2,0.7455,5.2185,No,Unmarried,1,0,0,0,0,1,2,Lease,Foreign,25600,38,No,Yes,Visa,21,10,2627.7,No,56,28.35,526,Yes,49.8,2778.3,Yes,Yes,44.1,2429.05,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,12,Yes,Yes,Yes,No,No,Boomers,Masters,LowerMiddle,0.046523576,122.25,74550,521850,596400,0.23190184,0.407361963,0.360736196,Medium
5620-QUYLOY-IFH,Southeast,very_small,Male,51,19,Professional,No,5,No,62000,4.9,1.029882,2.008118,No,Unmarried,1,3,0,3,0,1,1,Own,Domestic,31100,36,No,Yes,AMEX,18,18,18949.1,No,26,26.85,205.2,Yes,37.05,961.35,No,Yes,27.9,695.85,Yes,No,Yes,,No,No,No,No,Yes,15,Yes,Yes,Yes,Yes,No,Gen X,Masters,MiddleClass,0.004844557,91.8,102988.2,200811.8,303800,0.29248366,0.403594771,0.303921569,Medium
6144-ILITLP-IL6,Southwest,small,Female,46,15,Labor,No,11,No,88000,3.5,0.6622,2.4178,No,Married,3,0,0,0,0,1,2,Own,Foreign,46100,25,Yes,Yes,Mast,9,12,3187.6,No,28,36.9,321.65,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,19,No,No,Yes,No,No,Gen X,Some College,MiddleClass,0.011576107,36.9,66220,241780,308000,1,0,0,Medium
7069-TRYJEB-868,Southwest,medium,Female,44,13,Crafts,No,11,No,30000,12.3,1.0701,2.6199,No,Unmarried,2,6,0,1,0,1,3,Own,Domestic,11700,27,No,No,AMEX,19,10,2532.3,No,32,18.6,179.5,No,0,0,Yes,No,0,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,16,No,Yes,No,Yes,No,Gen X,Some College,LowerClass,0.007345101,18.6,107010,261990,369000,1,0,0,Medium
7311-MYHRLP-TH2,West,very_large,Female,70,18,Service,No,24,No,345000,4.1,4.003035,10.141965,No,Unmarried,1,2,0,2,0,0,2,Own,Foreign,90700,15,No,Yes,AMEX,17,15,11938.8,No,28,25.5,213.25,Yes,27.7,771.7,Yes,No,0,0,No,No,No,,No,Yes,No,No,No,29,Yes,Yes,No,No,No,Boomers,Masters,UpperClass,0.004456059,53.2,400303.5,1014196.5,1414500,0.479323308,0.520676692,0,High
2760-QYCCNH-1QP,Northeast,very_large,Male,75,16,Service,No,39,Yes,133000,10.6,7.908978,6.189022,No,Unmarried,1,1,0,1,0,1,0,NA,NA,1000,18,No,Yes,Visa,39,19,9336.2,Yes,72,106.95,2674.65,Yes,57.95,4090.9,Yes,Yes,96.7,6888.7,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,Boomers,Bachelors,UpperMiddle,0.028019965,261.6,790897.8,618902.2,1409800,0.408830275,0.221521407,0.369648318,Medium
5962-DYQMXZ-AVV,West,medium,Male,35,10,Professional,Yes,7,No,35000,3.2,0.28784,0.83216,No,Married,3,5,0,1,0,1,2,Own,Foreign,15100,19,No,No,Visa,15,9,1723.6,Yes,39,38.25,511.3,No,0,0,No,No,0,0,No,No,No,No,Yes,Yes,Yes,Yes,No,15,No,No,No,No,Yes,Millennials,Less Than High School,LowerMiddle,0.022191924,38.25,28784,83216,112000,1,0,0,Medium
3562-CEMATP-TXV,West,large,Male,44,16,Sales,No,6,No,32000,6,1.0176,0.9024,No,Unmarried,1,6,1,0,0,1,0,NA,NA,1000,26,No,Yes,Visa,6,13,2973.8,No,11,10.5,65.15,No,0,0,No,No,0,0,No,No,No,No,No,No,No,Yes,Yes,16,Yes,No,No,No,No,Gen X,Bachelors,LowerMiddle,0.003530836,10.5,101760,90240,192000,1,0,0,Medium
2452-MIFIDG-ZVG,Southeast,large,Male,30,19,Professional,Yes,1,No,45000,5.5,0.690525,1.784475,Yes,Unmarried,3,0,0,0,0,1,2,Own,Foreign,25600,24,No,Yes,AMEX,1,11,3342.5,Yes,1,3.45,1.15,Yes,21.2,21.2,Yes,Yes,16.85,16.85,No,Yes,No,,No,No,Yes,Yes,Yes,29,Yes,Yes,Yes,No,No,Millennials,Masters,LowerMiddle,0.012415856,41.5,69052.5,178447.5,247500,0.08313253,0.510843373,0.406024096,High
9642-CYUNYX-LPY,Southwest,medium,Female,31,12,Sales,No,1,No,18000,6.6,0.662904,0.525096,Yes,Married,5,2,0,0,0,1,2,Own,Foreign,8400,33,No,No,Othe,6,9,1193.4,Yes,17,10.2,53.65,No,0,0,Yes,No,0,0,No,No,No,No,Yes,Yes,Yes,No,No,20,No,No,No,No,Yes,Millennials,Professional or Doctorate,LowerClass,0.008547009,10.2,66290.4,52509.6,118800,1,0,0,Medium
0016-XBFXXW-2G0,Southwest,small,Female,19,14,Professional,No,0,No,20000,17.5,0.9275,2.5725,Yes,Married,3,2,2,0,0,1,3,Own,Foreign,10900,28,No,Yes,Visa,1,10,2735.8,Yes,22,16.95,126.85,Yes,26.95,543.95,No,No,0,0,No,No,No,,No,No,No,No,Yes,26,Yes,No,Yes,No,No,Gen Z,Some College,LowerClass,0.016046495,43.9,92750,257250,350000,0.386104784,0.613895216,0,High
9543-EJFNCH-1PK,Midwest,very_small,Female,55,12,Professional,No,12,No,56000,30.1,5.427632,11.428368,Yes,Unmarried,1,1,1,0,0,0,2,Own,Foreign,31100,27,Yes,Yes,Visa,3,8,2297.5,No,7,7.5,9.85,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,15,No,No,No,No,No,Gen X,Professional or Doctorate,LowerMiddle,0.003264418,7.5,542763.2,1142836.8,1685600,1,0,0,Medium
1722-GIUGYH-FMP,Midwest,small,Female,25,12,Agriculture,No,5,No,20000,8.5,0.1802,1.5198,No,Married,4,0,0,0,0,1,4,Lease,Foreign,11900,25,Yes,No,Visa,7,10,1825.2,No,18,11.7,56.2,No,0,0,Yes,No,0,0,No,No,No,No,No,No,Yes,Yes,No,15,Yes,No,Yes,No,No,Gen Z,Professional or Doctorate,LowerClass,0.006410256,11.7,18020,151980,170000,1,0,0,Medium
8403-BESKUS-UZZ,Southwest,very_small,Female,30,21,Sales,Yes,0,No,35000,22.7,3.487855,4.457145,Yes,Married,3,8,0,2,0,0,1,Own,Domestic,7000,21,No,No,Mast,12,9,2001,No,62,71.4,1466.65,Yes,42.05,2539.9,Yes,Yes,49.55,3107.95,Yes,Yes,No,Yes,No,No,Yes,No,Yes,18,Yes,Yes,Yes,Yes,No,Millennials,Professional or Doctorate,LowerMiddle,0.08145927,163,348785.5,445714.5,794500,0.43803681,0.25797546,0.30398773,Medium
1480-RXDDLX-RUO,Southwest,medium,Male,18,13,Sales,No,0,No,17000,8.6,0.393278,1.068722,No,Unmarried,1,0,0,0,0,1,3,Own,Domestic,8800,24,Yes,Yes,Mast,0,15,3695.1,Yes,5,15,21.05,Yes,22.15,100.3,No,No,0,0,No,No,No,Yes,No,No,No,No,No,17,Yes,Yes,No,No,No,Gen Z,Some College,LowerClass,0.010053855,37.15,39327.8,106872.2,146200,0.403768506,0.596231494,0,Medium
0172-DKBDDS-6T5,West,large,Female,34,14,Sales,No,1,No,48000,1.8,0.586656,0.277344,No,Married,3,7,0,0,3,1,2,Own,Domestic,28300,25,Yes,Yes,Disc,8,15,2740.2,Yes,15,26.25,127.8,Yes,49.05,665.65,Yes,Yes,53.85,760.1,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,Millennials,Some College,LowerMiddle,0.047131596,129.15,58665.6,27734.4,86400,0.203252033,0.379790941,0.416957027,Medium
7355-PBEBVW-5BG,Southeast,small,Male,29,15,Agriculture,No,3,No,15000,7.5,0.22275,0.90225,No,Married,5,3,3,0,0,1,3,Own,Domestic,6200,21,No,No,Disc,6,10,2267.9,Yes,8,9,15.65,Yes,22.75,204.65,No,No,0,0,No,No,Yes,,No,No,No,No,No,19,Yes,No,Yes,No,No,Millennials,Some College,LowerClass,0.013999735,31.75,22275,90225,112500,0.283464567,0.716535433,0,Medium
1739-SLRRCS-I6Q,Midwest,small,Female,20,15,Sales,No,0,No,16000,1.7,0.155312,0.116688,Yes,Married,4,10,1,0,0,1,5,Own,Foreign,8600,29,No,No,AMEX,2,8,2323.4,No,22,19.95,161.7,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,18,No,No,No,No,No,Gen Z,Some College,LowerClass,0.008586554,19.95,15531.2,11668.8,27200,1,0,0,Medium
0756-PQWTXG-M9F,Midwest,large,Male,24,18,Professional,No,0,No,28000,4.1,0.009184,1.138816,No,Unmarried,2,5,0,0,0,0,2,Own,Foreign,16200,23,Yes,No,Visa,3,13,4870.5,No,7,25.05,43.4,Yes,36.1,218.1,Yes,Yes,42.7,262.05,Yes,Yes,Yes,,Yes,No,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,Yes,Gen Z,Masters,LowerClass,0.021322246,103.85,918.4,113881.6,114800,0.241213288,0.347616755,0.411169957,Medium
6561-EOIILF-QKR,Northeast,very_large,Female,66,15,Crafts,No,11,Yes,17000,3.7,0.118252,0.510748,No,Unmarried,1,0,0,0,0,0,4,Lease,Domestic,6600,24,Yes,No,Disc,36,4,649.9,No,68,50.25,1161.1,Yes,42.8,2932.4,Yes,Yes,45.65,3053.65,Yes,Yes,Yes,,No,No,No,No,Yes,21,Yes,Yes,Yes,No,Yes,Boomers,Some College,LowerClass,0.18695666,138.7,11825.2,51074.8,62900,0.362292718,0.308579668,0.329127614,Medium
9925-XHHURD-XVV,Midwest,very_large,Female,54,18,Crafts,No,17,No,57000,10.1,0.276336,5.480664,No,Married,4,3,0,0,0,1,3,Own,Domestic,27800,12,No,No,Disc,24,11,2835.6,No,33,23.55,281.25,Yes,39.05,1216.85,Yes,Yes,27.65,957.85,Yes,Yes,Yes,,No,No,Yes,No,Yes,19,Yes,Yes,Yes,No,Yes,Gen X,Masters,LowerMiddle,0.031827479,90.25,27633.6,548066.4,575700,0.260941828,0.432686981,0.306371191,Medium
8344-XAYROR-07W,Northeast,medium,Female,49,16,Sales,Yes,4,No,44000,1.3,0.219076,0.352924,No,Unmarried,2,2,1,0,0,0,1,Own,Domestic,19300,31,No,Yes,Disc,3,8,1701.2,No,12,17.7,64.65,No,0,0,Yes,Yes,22.2,244.55,No,No,No,,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,No,No,No,Gen X,Bachelors,LowerMiddle,0.023454032,39.9,21907.6,35292.4,57200,0.443609023,0,0.556390977,Medium
8711-JOPRPU-AU6,Southeast,small,Female,32,17,Service,No,4,No,26000,1.1,0.019734,0.266266,Yes,Unmarried,1,0,0,0,0,0,2,Own,Foreign,12400,19,No,No,Disc,14,6,1007.7,Yes,40,23.25,305,No,0,0,No,No,0,0,No,No,No,No,No,No,No,No,No,19,No,Yes,Yes,No,No,Millennials,Bachelors,LowerClass,0.023072343,23.25,1973.4,26626.6,28600,1,0,0,Medium
0524-DGNLNI-VQM,Midwest,medium,Male,27,12,Sales,No,0,No,18000,9.4,1.230084,0.461916,No,Married,2,10,3,0,0,1,3,Own,Foreign,8600,30,No,No,Mast,4,8,2554.9,No,13,17.25,58.75,No,0,0,No,No,0,0,No,No,No,No,No,No,Yes,No,No,29,No,No,No,No,No,Gen Z,Professional or Doctorate,LowerClass,0.006751732,17.25,123008.4,46191.6,169200,1,0,0,High
9581-DYJTQD-B85,Southeast,small,Male,41,19,Professional,No,4,No,87000,26.6,3.35559,19.78641,Yes,Unmarried,1,0,0,0,0,0,4,Own,Domestic,47800,31,Yes,No,AMEX,3,12,8674.7,Yes,7,23.7,51.1,No,0,0,No,No,0,0,No,No,No,,No,No,No,Yes,Yes,20,Yes,No,Yes,No,No,Millennials,Masters,MiddleClass,0.002732083,23.7,335559,1978641,2314200,1,0,0,Medium
6086-QLXKZB-P8C,Northeast,large,Male,19,14,Professional,No,0,No,21000,9.7,1.008315,1.028685,No,Unmarried,3,1,0,1,0,1,1,Lease,Foreign,11900,24,No,Yes,Mast,1,8,897.6,Yes,15,13.5,72.8,No,0,0,No,No,0,0,No,No,No,No,No,Yes,Yes,No,No,17,No,Yes,Yes,No,No,Gen Z,Some College,LowerClass,0.015040107,13.5,100831.5,102868.5,203700,1,0,0,Medium
0195-FXTDDT-7OJ,Northeast,large,Female,47,19,Labor,No,15,No,185000,15.6,8.658,20.202,Yes,Unmarried,1,8,0,0,0,1,2,Own,Foreign,91000,27,Yes,Yes,Mast,14,7,1691.6,No,28,21.6,224.25,No,0,0,Yes,No,0,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,11,Yes,Yes,Yes,Yes,Yes,Gen X,Masters,UpperClass,0.012768976,21.6,865800,2020200,2886000,1,0,0,Low
